Case Number,Incident Datetime,Incident ID,Incident Type Primary,Incident Description,Parent Incident Type,Hour of Day,Day of Week,Address,City,State,Location,Latitude,Longitude,Created At,updated_at,zip_code,neighborhood,Council District,Council District 2011,Census Tract,Census Block Group,Census Block,2010 Census Tract ,2010 Census Block Group,2010 Census Block,Police District,TRACTCE20,GEOID20_tract,GEOID20_blockgroup,GEOID20_block
08-1861500,07/04/2008 11:51:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Friday,1 Block RIVERSIDE AV,Buffalo,NY,POINT (-78.907 42.952),42.952,-78.907,,,14207,Riverside,NORTH,NORTH,58.02,2,2003,58.02,2,2003,District D,005802,36029005802,360290001102,360290170002003
06-1970663,07/16/2006 03:05:00 PM,,MANSLAUGHTER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Sunday,200 Block POTOMAC AV,Buffalo,NY,POINT (-78.889 42.924),42.924,-78.889,,,14213,Upper West Side,NIAGARA,NIAGARA,171,3,3000,171,3,3000,District D,017100,36029017100,360290001103,360290167003000
08-1660111,06/14/2008 01:54:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Saturday,KENSINGTON AV & COMSTOCK AV,Buffalo,NY,POINT (-78.817 42.937),42.937,-78.817,,,14215,Kensington-Bailey,MASTEN,MASTEN,42,1,1004,42,1,1004,District E,004200,36029004200,360290001101,360290055001004
12-1260522,05/05/2012 01:42:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,13,Saturday,LATOUR AV & WALDEN AV,Buffalo,NY,POINT (-78.833 42.904),42.904,-78.833,,,14211,MLK Park,ELLICOTT,FILLMORE,35.01,1,1014,35,1,1014,District C,003501,36029003501,360290001101,360290165001014
10-2800318,10/07/2010 11:53:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,11,Thursday,200 Block CAMBRIDGE AV,Buffalo,NY,POINT (-78.822 42.922),42.922,-78.822,,,14215,Genesee-Moselle,MASTEN,MASTEN,36,4,4001,36,2,2000,District E,003600,36029003600,360290002004,360290034004001
07-0020015,01/02/2007 12:28:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Tuesday,200 Block SHIRLEY AV,Buffalo,NY,POINT (-78.816 42.945),42.945,-78.816,,,14215,University Heights,UNIVERSITY,UNIVERSITY,47.01,1,1003,47,2,2003,District E,004701,36029004701,360290001101,360290035021003
07-2450058,09/02/2007 12:52:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Sunday,400 Block GRANT ST,Buffalo,NY,POINT (-78.889 42.925),42.925,-78.889,,,14213,Upper West Side,NIAGARA,NIAGARA,171,2,2003,171,2,2003,District D,017100,36029017100,360290001102,360290170002003
10-1861121,07/05/2010 08:59:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Monday,100 Block DODGE ST,Buffalo,NY,POINT (-78.864 42.906),42.906,-78.864,,,14209,Masten Park,ELLICOTT,ELLICOTT,168.01,2,2011,168,2,2013,District B,016801,36029016801,360290001102,360290170002011
09-2630074,09/20/2009 01:17:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Sunday,WECKER ST & BAILEY AV,Buffalo,NY,POINT (-78.814 42.921),42.921,-78.814,,,14215,Schiller Park,LOVEJOY,LOVEJOY,36,1,1001,36,1,1001,District E,003600,36029003600,360290001101,360290019001001
09-3330326,11/29/2009 11:01:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,11,Sunday,200 Block 7TH ST,Buffalo,NY,POINT (-78.886 42.893),42.893,-78.886,12/02/2009 01:00:00 AM,,14201,Lower West Side,FILLMORE,ELLICOTT,71.04,2,2007,71.01,3,3011,District B,007104,36029007104,360290001102,360290163002007
09-2490093,09/06/2009 01:39:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Sunday,1 Block WEBER AV,Buffalo,NY,POINT (-78.804 42.922),42.922,-78.804,,,14215,Schiller Park,LOVEJOY,LOVEJOY,38,1,1004,38,1,1004,District E,003800,36029003800,360290001101,360290055001004
06-1860110,07/05/2006 12:28:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,0,Wednesday,PORTAGE ST & E UTICA,Buffalo,NY,POINT (-78.845 42.911),42.911,-78.845,,,14208,Masten Park,ELLICOTT,ELLICOTT,33.02,2,2001,33.02,2,2001,District C,003302,36029003302,360290001102,360290033022001
09-3200608,11/16/2009 05:11:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Monday,BROADWAY & SCHUTRUM ST,Buffalo,NY,POINT (-78.818 42.896),42.896,-78.818,,,14212,Lovejoy,FILLMORE,FILLMORE,24,5,5000,24,1,1002,District C,002400,36029002400,360290007005,360290034005000
11-3570574,12/23/2011 03:23:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Friday,1 Block SEARS ST,Buffalo,NY,POINT (-78.836 42.888),42.888,-78.836,12/24/2011 07:00:00 AM,,14212,Broadway Fillmore,FILLMORE,FILLMORE,16.02,1,1027,16,4,4008,District C,001602,36029001602,360290001101,360290005001027
09-1390927,05/19/2009 09:21:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Tuesday,100 Block JAMES,Buffalo,NY,POINT (-78.842 42.879),42.879,-78.842,,,14210,Broadway Fillmore,FILLMORE,FILLMORE,17,2,2015,17,2,2016,District C,001700,36029001700,360290001102,360290170002015
09-0540719,02/23/2009 08:41:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,20,Monday,100 Block LANDON ST,Buffalo,NY,POINT (-78.849 42.91),42.91,-78.849,,,14208,Masten Park,ELLICOTT,ELLICOTT,33.02,1,1004,33.02,1,1004,District C,003302,36029003302,360290001101,360290055001004
06-3390808,12/05/2006 09:01:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Tuesday,W CHIPPEWA ST & GEORGIA ST,Buffalo,NY,POINT (-78.88 42.891),42.891,-78.88,,,14201,Lower West Side,FILLMORE,FILLMORE,71.02,2,2002,71.02,2,2002,District B,007102,36029007102,360290001102,360290035022002
07-0820960,03/23/2007 09:24:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,21,Friday,1 Block GOEMBLE AV,Buffalo,NY,POINT (-78.817 42.907),42.907,-78.817,,,14211,Genesee-Moselle,FILLMORE,FILLMORE,29,2,2005,29,2,2005,District C,002900,36029002900,360290001102,360290011002005
10-0990576,04/09/2010 04:46:00 PM,,MANSLAUGHTER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,16,Friday,PORTER AV & NIAGARA ST,Buffalo,NY,POINT (-78.892 42.901),42.901,-78.892,,,14201,West Side,NIAGARA,ELLICOTT,70,2,2013,70,2,2009,District B,007000,36029007000,360290001102,360290165002013
07-2300181,08/18/2007 03:03:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,3,Saturday,PEARL ST & W CHIPPEWA ST,Buffalo,NY,POINT (-78.874 42.891),42.891,-78.874,,,14202,Central,FILLMORE,ELLICOTT,165,2,2019,165,1,1021,District B,016500,36029016500,360290001102,360290035022019
10-2530435,09/10/2010 01:21:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,13,Friday,E FERRY ST & ERNST AV,Buffalo,NY,POINT (-78.826 42.914),42.914,-78.826,,,14211,Delavan Grider,ELLICOTT,FILLMORE,35.01,2,2001,35,3,3001,District E,003501,36029003501,360290001102,360290033022001
11-1971126,07/16/2011 10:35:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Saturday,HICKORY ST & N DIVISION ST,Buffalo,NY,POINT (-78.86 42.88),42.88,-78.86,,,14204,Pratt-Willert,ELLICOTT,ELLICOTT,14.03,2,2006,14.02,3,3012,District B,001403,36029001403,360290001102,360290163002006
11-2580931,09/15/2011 10:55:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Thursday,1 Block COLORADO AV,Buffalo,NY,POINT (-78.82 42.912),42.912,-78.82,,,14211,Genesee-Moselle,ELLICOTT,FILLMORE,36,3,3003,36,3,3003,District C,003600,36029003600,360290001103,360290054003003
07-2250707,08/13/2007 05:07:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Monday,WALDEN AV & KEYSTONE AV,Buffalo,NY,POINT (-78.811 42.906),42.906,-78.811,,,14211,Genesee-Moselle,LOVEJOY,LOVEJOY,30,3,3003,30,3,3004,District C,003000,36029003000,360290001103,360290054003003
06-0230472,01/23/2006 03:01:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,15,Monday,1 Block GREY ST,Buffalo,NY,POINT (-78.85 42.892),42.892,-78.85,,,14212,Broadway Fillmore,ELLICOTT,ELLICOTT,166,4,4012,166,4,4008,District C,016600,36029016600,360290002004,360290036004012
07-0440589,02/13/2007 05:22:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,17,Tuesday,ORANGE ST & E NORTH ST,Buffalo,NY,POINT (-78.857 42.902),42.902,-78.857,,,14204,Fruit Belt,ELLICOTT,ELLICOTT,31,3,3001,31,3,3000,District B,003100,36029003100,360290001103,360290071043001
07-2150092,08/03/2007 01:44:00 AM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,1,Friday,2300 Block NIAGARA ST,Buffalo,NY,POINT (-78.908 42.948),42.948,-78.908,,,14207,Riverside,NORTH,NORTH,58.02,2,2009,58.02,2,2008,District D,005802,36029005802,360290001102,360290045002009
07-1801200,06/29/2007 10:05:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,22,Friday,200 Block CONGRESS ST,Buffalo,NY,POINT (-78.892 42.923),42.923,-78.892,,,14213,Upper West Side,NIAGARA,NIAGARA,171,4,4003,171,4,4003,District D,017100,36029017100,360290002004,360290002004003
09-1600444,06/09/2009 01:50:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,13,Tuesday,W DELAVAN AV & GRANT ST,Buffalo,NY,POINT (-78.89 42.922),42.922,-78.89,,,14213,Upper West Side,NIAGARA,NIAGARA,61,4,4000,61,4,4000,District D,006100,36029006100,360290002004,360290002004000
09-2440518,09/01/2009 02:51:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,14,Tuesday,1 Block ISABELLE,Buffalo,NY,POINT (-78.837 42.901),42.901,-78.837,,,14211,Broadway Fillmore,ELLICOTT,FILLMORE,27.03,1,1005,27.02,2,2005,District C,002703,36029002703,360290001101,360290002001005
06-1861552,07/05/2006 11:27:00 PM,,MURDER,Buffalo Police are investigating this report of a crime.  It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,Homicide,23,Wednesday,400 Block 7 ST,Buffalo,NY,POINT (-78.891 42.898),42.898,-78.891,,,14201,West Side,NIAGARA,ELLICOTT,70,2,2015,70,2,2018,District B,007000,36029007000,360290001102,360290170002015
